658204400.833593:36.3680135478094,127.362321530339,149.753707885742,709.3174,1.5,357.4434,-0.05281251,0.6996025,0.0519894,0.7106788
658204403.835409:36.3679936180691,127.362421580339,149.325958251953,718.277,1.5,355.227,0.001450877,0.9956018,-0.09235933,0.01563996
658204406.836719:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.002164134,0.9913086,-0.1305083,-0.01643822
658204409.837398:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.001098993,0.9491453,-0.314819,-0.003313346
658204412.848217:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.001850461,0.9974125,0.06624799,0.02786005
658204416.416242:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.002550529,0.9778928,-0.2087498,-0.01194801
658204419.424578:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.003607661,0.9944735,-0.09838572,-0.03646589
658204422.43155:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.007084779,0.987528,-0.1502317,-0.04657083
658204425.430163:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.1007882,0.8806721,-0.4087951,-0.2171291
658204428.707741:36.3679846348801,127.362422062892,149.368850708008,718.3202,1.5,354.2279,-0.1007882,0.8806721,-0.4087951,-0.2171291
658204567.019005:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.122343,0.2433461,-0.03095753,0.9616946
658204580.538191:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.186203,-0.6793859,0.1845852,0.6853405
658204583.541986:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.05027526,-0.7653582,0.06023532,0.6388044
658204587.363491:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.07035244,-0.7023816,0.07010731,0.7048374
658204590.358956:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.127627,-0.6715339,0.1190142,0.7201314
658204623.405568:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.1169399,-0.5204846,0.07222353,0.8427364
658204645.469028:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.1578025,0.1586748,-0.02569976,0.9742999
658204648.474763:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.01201668,0.1805056,-0.002205473,0.9834981
658204651.476792:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.0180005,0.8561956,0.02989873,0.5154718
658204654.47777:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.0180005,0.8561956,0.02989873,0.5154718
658204657.485669:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.04001773,0.8777367,0.07447659,0.4716251
658204660.492104:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.08236513,0.9059964,-0.3596249,0.2075009
658204664.130821:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.02164194,0.8872304,-0.4589154,0.0418408
658204667.136874:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.02047491,0.8869359,-0.4597448,0.03950004
658204670.137539:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.147589,0.8491196,-0.3157858,0.3968536
658205319.062145:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.1352188,0.3148796,-0.04537485,0.9383538
658205322.070118:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.3219757,0.3542582,-0.1313959,0.8680829
658205325.077194:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.02870556,0.9091832,0.06357577,0.4105119
