658204518.419341:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.04523529,0.07490169,-0.003401265,0.9961586
658204521.425308:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.05227221,0.4945609,-0.02981555,0.8670572
658204524.434015:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.04418765,0.1165553,-0.005190859,0.9921872
658204527.434085:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.06149698,0.1164469,-0.007224237,0.9912649
658204530.434515:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.03188257,-0.3491877,-0.01188871,0.9364348
658204533.437016:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,-0.004620682,-0.4702356,-0.002462036,0.8825254
658204536.439317:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.3484569,-0.3999208,0.167701,0.8309739
658204539.44202:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.5118871,0.1051493,-0.06330518,0.8502398
658204542.447973:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.1738446,0.08581817,-0.01520939,0.9809088
658204546.159247:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.3649168,0.1060962,-0.04189957,0.9240259
658204549.161093:36.3679727877269,127.362251952061,150.309814453125,703.0867,1.5,352.9103,0.3824219,0.1600208,-0.0674312,0.907524
658204552.164945:36.3680706763741,127.362201119739,150.145690917969,698.5346,1.5,363.7969,-0.03793246,0.3261301,0.01309822,0.9444727
